,EMP,EMPSZES,GEO_ID,PAYANN,ESTAB,YEAR,zip code
127707,73,1,8610000US77574,2663,20,2017,77574
127709,3562,1,8610000US77575,146222,326,2017,77575
127713,158,1,8610000US77577,4662,11,2017,77577
127716,2154,1,8610000US77578,92166,193,2017,77578
127723,1407,1,8610000US77580,101286,65,2017,77580
127732,15321,1,8610000US77581,511334,1135,2017,77581
127740,126,1,8610000US77582,3797,12,2017,77582
127743,3405,1,8610000US77583,275815,181,2017,77583
127750,16322,1,8610000US77584,561041,1242,2017,77584
127758,58,1,8610000US77585,2982,12,2017,77585
127761,5439,1,8610000US77586,262335,426,2017,77586
127769,3585,1,8610000US77587,139327,353,2017,77587
127776,213,1,8610000US77588,8051,30,2017,77588
127780,9959,1,8610000US77590,628970,491,2017,77590
127787,4470,1,8610000US77591,162810,256,2017,77591
127795,1128,1,8610000US77592,129632,26,2017,77592
127798,210,1,8610000US77597,14705,19,2017,77597
127803,22339,1,8610000US77598,911623,1050,2017,77598
127810,2273,1,8610000US77611,107525,153,2017,77611
127817,805,1,8610000US77612,38663,85,2017,77612
127821,52,1,8610000US77613,1106,17,2017,77613
127824,144,1,8610000US77614,7083,11,2017,77614
127829,24,1,8610000US77616,372,7,2017,77616
127832,3035,1,8610000US77619,108127,221,2017,77619
127840,208,1,8610000US77622,8222,17,2017,77622
127843,46,1,8610000US77623,1459,6,2017,77623
127844,69,1,8610000US77624,2730,11,2017,77624
127847,853,1,8610000US77625,27557,107,2017,77625
127852,151,1,8610000US77626,3191,13,2017,77626
127855,7707,1,8610000US77627,374238,536,2017,77627
127864,37,1,8610000US77629,1230,13,2017,77629
127866,9645,1,8610000US77630,563436,564,2017,77630
127873,2411,1,8610000US77632,82770,227,2017,77632
127874,599,1,8610000US77631,55462,22,2017,77631
127880,38,1,8610000US77639,671,5,2017,77639
127881,8552,1,8610000US77640,531825,293,2017,77640
127890,2243,1,8610000US77641,191704,24,2017,77641
127895,8957,1,8610000US77642,341883,543,2017,77642
127902,366,1,8610000US77643,16960,10,2017,77643
127904,400,1,8610000US77650,11531,54,2017,77650
127908,3986,1,8610000US77651,331239,220,2017,77651
127920,167,1,8610000US77655,18443,15,2017,77655
127922,3737,1,8610000US77656,128447,273,2017,77656
127929,3286,1,8610000US77657,137322,296,2017,77657
127934,1263,1,8610000US77659,50420,93,2017,77659
127940,81,1,8610000US77660,3286,15,2017,77660
127943,62,1,8610000US77661,3259,6,2017,77661
127945,3654,1,8610000US77662,153449,321,2017,77662
127952,168,1,8610000US77663,5055,17,2017,77663
127955,116,1,8610000US77664,3439,27,2017,77664
127958,1759,1,8610000US77665,73212,147,2017,77665
127964,79,1,8610000US77670,1945,11,2017,77670
127967,17473,1,8610000US77701,1012517,763,2017,77701
127976,5144,1,8610000US77702,279361,354,2017,77702
127984,4454,1,8610000US77703,231344,201,2017,77703
127990,1102,1,8610000US77704,78313,40,2017,77704
127995,12223,1,8610000US77705,634155,567,2017,77705
128003,13446,1,8610000US77706,404881,927,2017,77706
128013,10886,1,8610000US77707,446484,528,2017,77707
128021,2981,1,8610000US77708,100478,212,2017,77708
128029,1785,1,8610000US77713,83983,143,2017,77713
128035,391,1,8610000US77720,22300,24,2017,77720
128040,268,1,8610000US77726,8830,18,2017,77726
128042,2898,1,8610000US77801,107866,244,2017,77801
128046,13465,1,8610000US77802,573356,858,2017,77802
128047,8811,1,8610000US77803,305044,536,2017,77803
128054,307,1,8610000US77805,18146,37,2017,77805
128058,253,1,8610000US77806,9259,13,2017,77806
128061,2991,1,8610000US77807,146257,168,2017,77807
128066,3937,1,8610000US77808,180644,305,2017,77808
128083,537,1,8610000US77830,28442,51,2017,77830
128088,146,1,8610000US77831,5129,24,2017,77831
128091,11495,1,8610000US77833,408488,764,2017,77833
128099,234,1,8610000US77834,10880,20,2017,77834
128102,185,1,8610000US77835,6167,41,2017,77835
128103,2664,1,8610000US77836,112001,228,2017,77836
128109,98,1,8610000US77837,3468,16,2017,77837
128113,16044,1,8610000US77840,380409,876,2017,77840
128119,23,1,8610000US77841,824,4,2017,77841
128121,615,1,8610000US77842,23436,41,2017,77842
128124,2926,1,8610000US77843,55533,72,2017,77843
128131,16543,1,8610000US77845,719389,1200,2017,77845
128145,99,1,8610000US77853,3653,15,2017,77853
128147,16,1,8610000US77855,1096,4,2017,77855
128149,850,1,8610000US77856,43322,92,2017,77856
128154,21,1,8610000US77857,577,6,2017,77857
128156,1480,1,8610000US77859,53461,121,2017,77859
128162,176,1,8610000US77861,6507,35,2017,77861
128167,12,1,8610000US77863,247,3,2017,77863
128168,2099,1,8610000US77864,65440,223,2017,77864
128174,96,1,8610000US77865,2770,25,2017,77865
128177,12,1,8610000US77866,442,3,2017,77866
128179,4560,1,8610000US77868,236739,278,2017,77868
128185,348,1,8610000US77871,11757,57,2017,77871
128191,83,1,8610000US77872,3523,13,2017,77872
128194,59,1,8610000US77873,2211,21,2017,77873
128200,113,1,8610000US77878,3626,13,2017,77878
128204,505,1,8610000US77879,18607,76,2017,77879
128208,23,1,8610000US77881,580,6,2017,77881
128209,113,1,8610000US77880,4535,28,2017,77880
128214,17407,1,8610000US77901,730752,1149,2017,77901
128223,327,1,8610000US77902,19623,28,2017,77902
128226,206,1,8610000US77903,10423,37,2017,77903
128231,9900,1,8610000US77904,324890,769,2017,77904
128238,4718,1,8610000US77905,314796,261,2017,77905
128246,13,1,8610000US77950,335,3,2017,77950
128247,98,1,8610000US77951,2814,12,2017,77951
128250,3185,1,8610000US77954,138923,239,2017,77954
128257,1946,1,8610000US77957,70579,198,2017,77957
128266,5,1,8610000US77961,109,3,2017,77961
128267,864,1,8610000US77962,39193,83,2017,77962
128273,611,1,8610000US77963,18789,102,2017,77963
128279,2012,1,8610000US77964,79322,204,2017,77964
128284,157,1,8610000US77968,9041,43,2017,77968
128288,27,1,8610000US77970,1219,7,2017,77970
128294,20,1,8610000US77974,656,5,2017,77974
128295,263,1,8610000US77975,8610,38,2017,77975
128299,24,1,8610000US77977,1024,3,2017,77977
128304,4683,1,8610000US77979,207043,342,2017,77979
128312,194,1,8610000US77982,5069,41,2017,77982
128316,1376,1,8610000US77983,95063,39,2017,77983
128321,1238,1,8610000US77984,49161,124,2017,77984
128328,46,1,8610000US77990,1435,6,2017,77990
128330,83,1,8610000US77991,6572,7,2017,77991
128333,177,1,8610000US77994,5120,7,2017,77994
128335,2614,1,8610000US77995,102135,206,2017,77995
128346,275,1,8610000US78002,9541,51,2017,78002
128350,2466,1,8610000US78003,73116,241,2017,78003
128355,63,1,8610000US78004,1295,16,2017,78004
128357,57,1,8610000US78005,1824,12,2017,78005
128359,12431,1,8610000US78006,535889,1218,2017,78006
128367,18,1,8610000US78007,505,3,2017,78007
128368,58,1,8610000US78008,2703,6,2017,78008
128370,1689,1,8610000US78009,53359,181,2017,78009
128377,263,1,8610000US78010,8504,43,2017,78010
128380,367,1,8610000US78011,23290,30,2017,78011
128387,1259,1,8610000US78013,43613,146,2017,78013
128393,1505,1,8610000US78014,64630,133,2017,78014
128399,1431,1,8610000US78015,53365,208,2017,78015
128404,1740,1,8610000US78016,55663,153,2017,78016
128411,1572,1,8610000US78017,79711,102,2017,78017
128417,194,1,8610000US78019,6603,14,2017,78019
128418,1719,1,8610000US78022,86124,151,2017,78022
128428,4966,1,8610000US78023,169862,469,2017,78023
128434,739,1,8610000US78025,26363,103,2017,78025
128435,503,1,8610000US78024,22728,39,2017,78024
128443,1568,1,8610000US78026,72590,127,2017,78026
128450,75,1,8610000US78027,4755,12,2017,78027
128453,14669,1,8610000US78028,540366,1189,2017,78028
128462,75,1,8610000US78029,3052,21,2017,78029
128464,156,1,8610000US78039,5005,23,2017,78039
128467,11074,1,8610000US78040,242856,798,2017,78040
128475,30458,1,8610000US78041,879688,1939,2017,78041
128483,662,1,8610000US78042,27575,42,2017,78042
128488,7062,1,8610000US78043,187941,490,2017,78043
128495,460,1,8610000US78044,18091,31,2017,78044
128500,26112,1,8610000US78045,849678,1864,2017,78045
128509,3114,1,8610000US78046,81073,235,2017,78046
128515,34,1,8610000US78050,880,6,2017,78050
128517,1327,1,8610000US78052,36553,125,2017,78052
128523,17,1,8610000US78054,419,4,2017,78054
128525,188,1,8610000US78055,6615,31,2017,78055
128529,87,1,8610000US78056,4523,26,2017,78056
128531,226,1,8610000US78057,9917,18,2017,78057
128534,104,1,8610000US78058,3417,23,2017,78058
128537,235,1,8610000US78059,5343,43,2017,78059
128542,37,1,8610000US78060,802,5,2017,78060
128543,3231,1,8610000US78061,137112,203,2017,78061
128551,528,1,8610000US78063,16082,117,2017,78063
128556,6594,1,8610000US78064,348595,421,2017,78064
128563,613,1,8610000US78065,23949,76,2017,78065
128568,9,1,8610000US78067,124,5,2017,78067
128569,54,1,8610000US78066,1113,9,2017,78066
128573,254,1,8610000US78069,8203,50,2017,78069
128578,3667,1,8610000US78070,136251,370,2017,78070
128583,1114,1,8610000US78071,86094,105,2017,78071
128588,507,1,8610000US78072,54404,42,2017,78072
128594,889,1,8610000US78073,32277,87,2017,78073
128599,64,1,8610000US78074,2141,9,2017,78074
128601,133,1,8610000US78075,7912,8,2017,78075
128603,1448,1,8610000US78076,52497,133,2017,78076
128609,813,1,8610000US78101,27109,103,2017,78101
128614,4187,1,8610000US78102,138500,414,2017,78102
128620,145,1,8610000US78104,4380,18,2017,78104
128623,1821,1,8610000US78108,65585,232,2017,78108
128629,5001,1,8610000US78109,207542,353,2017,78109
128635,1426,1,8610000US78112,83188,77,2017,78112
128642,209,1,8610000US78113,7485,29,2017,78113
128647,3792,1,8610000US78114,128091,360,2017,78114
128657,45,1,8610000US78116,2983,9,2017,78116
128658,57,1,8610000US78117,4236,8,2017,78117
128660,1601,1,8610000US78118,103643,108,2017,78118
128668,2733,1,8610000US78119,155083,180,2017,78119
128674,1583,1,8610000US78121,41407,213,2017,78121
128682,531,1,8610000US78123,19803,42,2017,78123
128687,745,1,8610000US78124,31225,78,2017,78124
128693,28237,1,8610000US78130,1057281,1969,2017,78130
128701,248,1,8610000US78131,8905,32,2017,78131
128706,7245,1,8610000US78132,333430,572,2017,78132
128713,2174,1,8610000US78133,77262,301,2017,78133
128718,761,1,8610000US78140,29933,41,2017,78140
128723,224,1,8610000US78141,21002,12,2017,78141
128725,44,1,8610000US78144,632,4,2017,78144
128727,52,1,8610000US78145,3716,6,2017,78145
128729,199,1,8610000US78146,9424,12,2017,78146
128733,217,1,8610000US78147,7526,32,2017,78147
128737,4675,1,8610000US78148,154231,380,2017,78148
128745,740,1,8610000US78150,27608,40,2017,78150
128750,105,1,8610000US78151,5642,19,2017,78151
128752,138,1,8610000US78152,4963,26,2017,78152
128756,18522,1,8610000US78154,734239,855,2017,78154
128761,16804,1,8610000US78155,732567,922,2017,78155
128771,229,1,8610000US78156,6346,20,2017,78156
128774,45,1,8610000US78159,1718,11,2017,78159
128777,667,1,8610000US78160,33124,63,2017,78160
128780,36,1,8610000US78161,323,7,2017,78161
128782,143,1,8610000US78162,5211,11,2017,78162
128785,2264,1,8610000US78163,87358,287,2017,78163
128796,763,1,8610000US78164,25450,87,2017,78164
128801,16047,1,8610000US78201,533927,823,2017,78201
128806,1906,1,8610000US78202,67699,149,2017,78202
128817,652,1,8610000US78203,28441,61,2017,78203
128822,5958,1,8610000US78204,384913,235,2017,78204
128830,27191,1,8610000US78205,1235253,1229,2017,78205
128838,13663,1,8610000US78207,531146,630,2017,78207
128848,1382,1,8610000US78208,46741,77,2017,78208
128854,27438,1,8610000US78209,1055055,1774,2017,78209
128863,3703,1,8610000US78210,115749,321,2017,78210
128869,5771,1,8610000US78211,173868,310,2017,78211
128876,18183,1,8610000US78212,703493,1175,2017,78212
128885,12861,1,8610000US78213,485766,764,2017,78213
128894,4338,1,8610000US78214,127691,301,2017,78214
128901,10158,1,8610000US78215,505283,345,2017,78215
128910,60290,1,8610000US78216,2849961,3009,2017,78216
128918,26427,1,8610000US78217,1188932,1496,2017,78217
128928,22838,1,8610000US78218,1332662,840,2017,78218
128936,19427,1,8610000US78219,1088542,571,2017,78219
128941,4499,1,8610000US78220,164930,228,2017,78220
128952,25510,1,8610000US78221,1220478,494,2017,78221
128958,5712,1,8610000US78222,281886,273,2017,78222
128966,9499,1,8610000US78223,259880,584,2017,78223
128973,9068,1,8610000US78224,259761,398,2017,78224
128983,1540,1,8610000US78225,48926,115,2017,78225
128987,4542,1,8610000US78226,242276,148,2017,78226
128992,10114,1,8610000US78227,290139,493,2017,78227
129000,13553,1,8610000US78228,412357,661,2017,78228
129006,41005,1,8610000US78229,2205193,1274,2017,78229
129016,25144,1,8610000US78230,1076534,1400,2017,78230
129028,3583,1,8610000US78231,157554,310,2017,78231
129035,25839,1,8610000US78232,1130781,1418,2017,78232
129044,13906,1,8610000US78233,579805,796,2017,78233
129051,3630,1,8610000US78234,193914,106,2017,78234
129057,1142,1,8610000US78235,66549,42,2017,78235
129064,2510,1,8610000US78236,131520,81,2017,78236
129068,4707,1,8610000US78237,141376,320,2017,78237
129076,21446,1,8610000US78238,803687,1014,2017,78238
129085,3724,1,8610000US78239,99840,215,2017,78239
129091,11796,1,8610000US78240,397563,844,2017,78240
129099,1290,1,8610000US78242,25640,101,2017,78242
129104,469,1,8610000US78243,34142,15,2017,78243
129107,4584,1,8610000US78244,164849,205,2017,78244
129114,8710,1,8610000US78245,284519,374,2017,78245
129122,692,1,8610000US78246,7455,15,2017,78246
129124,15305,1,8610000US78247,686459,868,2017,78247
129129,5486,1,8610000US78248,300735,384,2017,78248
129136,32005,1,8610000US78249,1872059,1055,2017,78249
129145,8569,1,8610000US78250,202665,560,2017,78250
129158,29771,1,8610000US78251,1199921,751,2017,78251
129168,308,1,8610000US78252,12852,34,2017,78252
129172,5254,1,8610000US78253,119241,393,2017,78253
129180,3973,1,8610000US78254,111797,339,2017,78254
129186,1505,1,8610000US78255,57030,225,2017,78255
129193,8496,1,8610000US78256,333612,309,2017,78256
129201,12330,1,8610000US78257,425821,492,2017,78257
129208,23917,1,8610000US78258,1115067,1551,2017,78258
129218,7198,1,8610000US78259,557345,410,2017,78259
129225,3398,1,8610000US78260,132165,387,2017,78260
129231,1978,1,8610000US78261,66604,184,2017,78261
129235,2238,1,8610000US78263,94457,121,2017,78263
129238,9595,1,8610000US78264,531961,100,2017,78264
129249,229,1,8610000US78265,8063,17,2017,78265
129253,3689,1,8610000US78266,153445,252,2017,78266
129259,85,1,8610000US78268,4140,10,2017,78268
129263,167,1,8610000US78269,5245,23,2017,78269
129266,67,1,8610000US78270,1619,13,2017,78270
129268,60,1,8610000US78278,2587,15,2017,78278
129272,42,1,8610000US78280,1361,8,2017,78280
129274,29,1,8610000US78283,1610,12,2017,78283
129276,86,1,8610000US78284,3372,6,2017,78284
129284,127,1,8610000US78295,1630,4,2017,78295
129286,20,1,8610000US78299,983,8,2017,78299
129288,97,1,8610000US78330,6669,11,2017,78330
129292,12165,1,8610000US78332,396525,642,2017,78332
129301,292,1,8610000US78333,17823,26,2017,78333
129309,184,1,8610000US78335,9085,17,2017,78335
129310,2793,1,8610000US78336,83380,218,2017,78336
129316,46,1,8610000US78338,3743,3,2017,78338
129317,48,1,8610000US78339,4545,11,2017,78339
129319,16,1,8610000US78340,256,3,2017,78340
129320,390,1,8610000US78341,8927,21,2017,78341
129323,15,1,8610000US78342,616,4,2017,78342
129325,740,1,8610000US78343,59453,46,2017,78343
129330,48,1,8610000US78351,897,8,2017,78351
129331,36,1,8610000US78344,1707,6,2017,78344
129336,10,1,8610000US78353,1307,4,2017,78353
129338,1460,1,8610000US78355,31982,110,2017,78355
129344,970,1,8610000US78357,40056,84,2017,78357
129349,460,1,8610000US78358,7304,44,2017,78358
129354,1163,1,8610000US78359,119671,32,2017,78359
129358,1271,1,8610000US78361,27447,83,2017,78361
129364,4203,1,8610000US78362,251335,161,2017,78362
129371,5968,1,8610000US78363,188118,513,2017,78363
129379,196,1,8610000US78364,10222,19,2017,78364
129382,1133,1,8610000US78368,29313,101,2017,78368
129389,119,1,8610000US78369,8203,13,2017,78369
129391,322,1,8610000US78370,13290,46,2017,78370
129396,596,1,8610000US78372,25774,71,2017,78372
129401,2523,1,8610000US78373,59483,270,2017,78373
129406,3662,1,8610000US78374,129582,299,2017,78374
129411,407,1,8610000US78375,19087,49,2017,78375
129418,24,1,8610000US78376,1295,5,2017,78376
129420,1379,1,8610000US78377,59316,101,2017,78377
129427,234,1,8610000US78379,10788,25,2017,78379
129431,7816,1,8610000US78380,307343,301,2017,78380
129437,98,1,8610000US78381,2812,17,2017,78381
129440,3552,1,8610000US78382,108665,439,2017,78382
129447,181,1,8610000US78383,5254,41,2017,78383
129450,648,1,8610000US78384,16716,55,2017,78384
129454,129,1,8610000US78385,9429,18,2017,78385
129458,1300,1,8610000US78387,63513,157,2017,78387
129463,75,1,8610000US78389,2906,15,2017,78389
129467,502,1,8610000US78390,16907,62,2017,78390
129473,21,1,8610000US78391,633,6,2017,78391
129475,236,1,8610000US78393,8462,32,2017,78393
129479,11072,1,8610000US78401,520995,769,2017,78401
129488,1572,1,8610000US78402,46489,58,2017,78402
129494,1715,1,8610000US78403,187370,28,2017,78403
129498,7600,1,8610000US78404,348899,425,2017,78404
129505,10316,1,8610000US78405,343945,400,2017,78405
129510,1320,1,8610000US78406,80097,65,2017,78406
129517,2009,1,8610000US78407,209965,34,2017,78407
129522,7706,1,8610000US78408,387146,453,2017,78408
129534,6188,1,8610000US78410,239620,456,2017,78410
129542,22259,1,8610000US78411,731907,1220,2017,78411
129549,13467,1,8610000US78409,766924,220,2017,78409
129556,8516,1,8610000US78412,235444,589,2017,78412
129560,7328,1,8610000US78413,206897,641,2017,78413
129570,6196,1,8610000US78414,249715,506,2017,78414
129578,8716,1,8610000US78415,289497,583,2017,78415
129584,3083,1,8610000US78416,91650,151,2017,78416
129592,1587,1,8610000US78417,73104,116,2017,78417
129598,4073,1,8610000US78418,121818,481,2017,78418
129603,1347,1,8610000US78419,85723,49,2017,78419
129605,86,1,8610000US78426,4224,11,2017,78426
129607,250,1,8610000US78427,12229,15,2017,78427
129609,65,1,8610000US78460,2915,7,2017,78460
129611,92,1,8610000US78463,2925,10,2017,78463
129613,43,1,8610000US78465,2049,6,2017,78465
129619,155,1,8610000US78466,4780,13,2017,78466
129621,291,1,8610000US78467,15360,10,2017,78467
129626,364,1,8610000US78469,15046,20,2017,78469
129629,81,1,8610000US78472,2853,3,2017,78472
129633,29005,1,8610000US78501,799450,2143,2017,78501
129643,754,1,8610000US78502,30237,59,2017,78502
129647,19884,1,8610000US78503,714564,1020,2017,78503
129655,21027,1,8610000US78504,544105,1404,2017,78504
129663,706,1,8610000US78505,35395,24,2017,78505
129668,3885,1,8610000US78516,86270,286,2017,78516
129675,18679,1,8610000US78520,473929,1174,2017,78520
129683,20866,1,8610000US78521,582496,1284,2017,78521
129693,192,1,8610000US78522,8644,12,2017,78522
129695,429,1,8610000US78523,20137,28,2017,78523
129698,9758,1,8610000US78526,261648,573,2017,78526
129706,4474,1,8610000US78537,110002,283,2017,78537
129707,71,1,8610000US78535,1637,9,2017,78535
129709,33,1,8610000US78536,2236,4,2017,78536
129717,438,1,8610000US78538,8266,41,2017,78538
129722,27872,1,8610000US78539,854105,1243,2017,78539
129731,374,1,8610000US78540,10477,30,2017,78540
129734,3514,1,8610000US78541,110235,254,2017,78541
129742,3744,1,8610000US78542,111955,246,2017,78542
129749,1684,1,8610000US78543,48552,94,2017,78543
129755,23,1,8610000US78547,622,5,2017,78547
129757,20,1,8610000US78548,2065,6,2017,78548
129759,6,1,8610000US78549,200,3,2017,78549
129761,30278,1,8610000US78550,889432,1470,2017,78550
129771,1572,1,8610000US78551,54471,38,2017,78551
129777,7402,1,8610000US78552,208392,414,2017,78552
129786,75,1,8610000US78553,1428,13,2017,78553
129789,3102,1,8610000US78557,75901,301,2017,78557
129795,1619,1,8610000US78559,44840,142,2017,78559
129796,71,1,8610000US78558,1140,11,2017,78558
129804,444,1,8610000US78560,9224,44,2017,78560
129808,773,1,8610000US78562,18618,4,2017,78562
129810,1891,1,8610000US78566,48877,128,2017,78566
129817,379,1,8610000US78567,9335,15,2017,78567
129820,181,1,8610000US78569,6604,25,2017,78569
129824,5008,1,8610000US78570,117463,334,2017,78570
129832,20846,1,8610000US78572,504296,1252,2017,78572
129841,2583,1,8610000US78573,61475,232,2017,78573
129846,4296,1,8610000US78574,88452,279,2017,78574
129853,752,1,8610000US78575,15909,62,2017,78575
129859,842,1,8610000US78576,20522,61,2017,78576
129863,19691,1,8610000US78577,550429,1177,2017,78577
129872,2206,1,8610000US78578,51751,220,2017,78578
129879,283,1,8610000US78579,8573,30,2017,78579
129884,1848,1,8610000US78580,54406,150,2017,78580
129890,7095,1,8610000US78582,156640,390,2017,78582
129900,1377,1,8610000US78584,23037,140,2017,78584
129907,380,1,8610000US78583,8386,38,2017,78583
129909,6126,1,8610000US78586,167727,433,2017,78586
129913,4503,1,8610000US78589,128193,283,2017,78589
129917,20,1,8610000US78588,766,8,2017,78588
129926,201,1,8610000US78593,4223,21,2017,78593
129929,30,1,8610000US78594,510,7,2017,78594
129931,294,1,8610000US78595,6402,16,2017,78595
129935,17969,1,8610000US78596,469271,878,2017,78596
129944,4174,1,8610000US78597,77142,300,2017,78597
129952,44,1,8610000US78598,714,12,2017,78598
129954,897,1,8610000US78599,31688,77,2017,78599
129960,8015,1,8610000US78602,247638,667,2017,78602
129967,31,1,8610000US78604,540,3,2017,78604
129968,530,1,8610000US78605,23353,78,2017,78605
129974,1027,1,8610000US78606,36986,153,2017,78606
129977,85,1,8610000US78607,900,5,2017,78607
129978,69,1,8610000US78608,1930,10,2017,78608
129980,224,1,8610000US78609,5898,40,2017,78609
129984,9067,1,8610000US78610,378201,653,2017,78610
129994,3347,1,8610000US78611,136027,344,2017,78611
130000,1934,1,8610000US78612,71612,162,2017,78612
130005,22388,1,8610000US78613,830395,1966,2017,78613
130013,28,1,8610000US78614,1862,7,2017,78614
130015,84,1,8610000US78615,2606,17,2017,78615
130018,265,1,8610000US78616,10464,36,2017,78616
130023,1514,1,8610000US78617,65525,159,2017,78617
130030,30,1,8610000US78618,630,6,2017,78618
130032,968,1,8610000US78619,37362,106,2017,78619
130038,4788,1,8610000US78620,195813,618,2017,78620
130045,3400,1,8610000US78621,158506,291,2017,78621
130051,108,1,8610000US78622,3848,12,2017,78622
130053,193,1,8610000US78623,4972,23,2017,78623
130055,9201,1,8610000US78624,322749,952,2017,78624
130062,13651,1,8610000US78626,577619,844,2017,78626
130070,400,1,8610000US78627,20020,22,2017,78627
130073,8586,1,8610000US78628,322456,826,2017,78628
130082,3359,1,8610000US78629,126408,315,2017,78629
130088,413,1,8610000US78630,21481,36,2017,78630
130091,161,1,8610000US78631,5250,36,2017,78631
130095,72,1,8610000US78632,2473,13,2017,78632
130097,1769,1,8610000US78633,91132,269,2017,78633
130104,4164,1,8610000US78634,165571,421,2017,78634
130110,119,1,8610000US78635,4924,15,2017,78635
130114,1029,1,8610000US78636,57968,113,2017,78636
130119,201,1,8610000US78638,7345,21,2017,78638
130123,1050,1,8610000US78639,33609,159,2017,78639
130129,8195,1,8610000US78640,285615,594,2017,78640
130136,7744,1,8610000US78641,323155,824,2017,78641
130144,2271,1,8610000US78642,98508,300,2017,78642
130151,1407,1,8610000US78643,47629,169,2017,78643
130156,3744,1,8610000US78644,129318,336,2017,78644
130163,1231,1,8610000US78645,50794,256,2017,78645
130168,94,1,8610000US78646,3791,17,2017,78646
130172,1674,1,8610000US78648,56311,163,2017,78648
130178,119,1,8610000US78650,2866,16,2017,78650
130181,1158,1,8610000US78652,51539,113,2017,78652
130187,3642,1,8610000US78653,159439,262,2017,78653
130195,7348,1,8610000US78654,280197,707,2017,78654
130201,152,1,8610000US78655,3328,35,2017,78655
130204,209,1,8610000US78656,6428,26,2017,78656
130209,1556,1,8610000US78657,53144,147,2017,78657
130214,198,1,8610000US78659,6529,33,2017,78659
130218,15544,1,8610000US78660,591791,1200,2017,78660
130227,38,1,8610000US78661,1415,8,2017,78661
130229,187,1,8610000US78662,6889,28,2017,78662
130232,113,1,8610000US78663,4165,25,2017,78663
130235,24183,1,8610000US78664,882279,1524,2017,78664
130244,9753,1,8610000US78665,485812,604,2017,78665
130253,32331,1,8610000US78666,987323,1680,2017,78666
130262,952,1,8610000US78667,44148,41,2017,78667
130267,1765,1,8610000US78669,75803,325,2017,78669
130273,95,1,8610000US78670,2750,5,2017,78670
130275,192,1,8610000US78671,5408,27,2017,78671
130278,20,1,8610000US78674,470,3,2017,78674
130279,20,1,8610000US78672,588,9,2017,78672
130281,70,1,8610000US78673,2049,4,2017,78673
130282,44,1,8610000US78675,2384,4,2017,78675
130283,2720,1,8610000US78676,85118,407,2017,78676
130286,299,1,8610000US78680,13435,28,2017,78680
130290,16313,1,8610000US78681,832012,1168,2017,78681
130311,85,1,8610000US78683,3299,21,2017,78683
130314,239,1,8610000US78691,7051,25,2017,78691
130318,62276,1,8610000US78701,4929090,3026,2017,78701
130329,12401,1,8610000US78702,506303,1073,2017,78702
130335,14592,1,8610000US78703,849111,1049,2017,78703
130343,35579,1,8610000US78704,1552704,2172,2017,78704
130351,17267,1,8610000US78705,946720,992,2017,78705
130359,103,1,8610000US78708,8365,19,2017,78708
130362,66,1,8610000US78709,2952,24,2017,78709
130364,17,1,8610000US78710,761,4,2017,78710
130366,112,1,8610000US78711,6581,21,2017,78711
130368,461,1,8610000US78712,16248,33,2017,78712
130370,79,1,8610000US78713,2186,6,2017,78713
130372,260,1,8610000US78714,12609,15,2017,78714
130375,57,1,8610000US78715,1879,17,2017,78715
130378,394,1,8610000US78716,27665,44,2017,78716
130386,8709,1,8610000US78717,488545,523,2017,78717
130393,12,1,8610000US78718,260,3,2017,78718
130394,5157,1,8610000US78719,268770,104,2017,78719
130401,137,1,8610000US78720,6429,27,2017,78720
130403,4024,1,8610000US78721,305798,190,2017,78721
130411,2657,1,8610000US78722,83110,218,2017,78722
130418,13545,1,8610000US78723,614003,640,2017,78723
130427,7038,1,8610000US78724,479604,202,2017,78724
130434,2193,1,8610000US78725,107392,50,2017,78725
130439,5657,1,8610000US78726,370501,315,2017,78726
130446,12438,1,8610000US78727,1056060,521,2017,78727
130453,15864,1,8610000US78728,936534,555,2017,78728
130462,9085,1,8610000US78729,622634,531,2017,78729
130470,8231,1,8610000US78730,612796,406,2017,78730
130478,19527,1,8610000US78731,1207492,1385,2017,78731
130486,2562,1,8610000US78732,91837,341,2017,78732
130493,1857,1,8610000US78733,101634,233,2017,78733
130498,6761,1,8610000US78734,309755,866,2017,78734
130505,14530,1,8610000US78735,1451385,740,2017,78735
130514,1952,1,8610000US78736,80232,250,2017,78736
130520,2755,1,8610000US78737,136331,439,2017,78737
130525,9180,1,8610000US78738,466342,880,2017,78738
130532,940,1,8610000US78739,51694,254,2017,78739
130538,9868,1,8610000US78741,498812,621,2017,78741
130544,884,1,8610000US78742,38673,24,2017,78742
130549,20266,1,8610000US78744,1039961,725,2017,78744
130557,20481,1,8610000US78745,758297,1509,2017,78745
130566,42803,1,8610000US78746,4035526,2507,2017,78746
130575,1631,1,8610000US78747,69531,171,2017,78747
130578,10285,1,8610000US78748,335825,909,2017,78748
130589,7479,1,8610000US78749,256369,635,2017,78749
130596,13870,1,8610000US78750,812400,931,2017,78750
130605,8312,1,8610000US78751,306115,479,2017,78751
130612,11911,1,8610000US78752,531281,685,2017,78752
130620,21958,1,8610000US78753,1107952,1069,2017,78753
130628,17231,1,8610000US78754,992217,588,2017,78754
130637,239,1,8610000US78755,13008,27,2017,78755
130640,7425,1,8610000US78756,396331,597,2017,78756
130647,12388,1,8610000US78757,491795,1073,2017,78757
130655,40121,1,8610000US78758,2664674,1666,2017,78758
