,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng,Unnamed: 0,EMP,EMPSZES,GEO_ID,PAYANN,ESTAB,YEAR,zip code
20834,66870,46,33750,134,0.8,Virgil,KS,Kansas,37.9447,-96.01699,110403,7,1,8610000US66870,104,5,2017,66870
20835,66871,518,52105,1298,3.8,Waverly,KS,Kansas,38.36052,-95.61706,110405,98,1,8610000US66871,3631,24,2017,66871
20836,66872,406,51250,1030,3.0,White City,KS,Kansas,38.79575,-96.76543000000001,110408,12,1,8610000US66872,197,6,2017,66872
20837,66901,2558,43768,6133,10.4,Concordia,KS,Kansas,39.55446,-97.6458,110410,2639,1,8610000US66901,81394,236,2017,66901
20838,66932,60,43750,90,0.8,Athol,KS,Kansas,39.778059999999996,-98.92957,110420,12,1,8610000US66932,358,3,2017,66932
20839,66933,160,44118,396,1.4,Barnes,KS,Kansas,39.67382,-96.8666,110421,21,1,8610000US66933,438,10,2017,66933
20840,66935,1138,37333,2216,6.7,Belleville,KS,Kansas,39.8408,-97.63121,110423,937,1,8610000US66935,26771,112,2017,66935
20841,66936,155,42417,269,1.0,Burr Oak,KS,Kansas,39.91883,-98.30664,110429,9,1,8610000US66936,264,6,2017,66936
20842,66937,337,49583,691,2.3,Clifton,KS,Kansas,39.589040000000004,-97.27268000000001,110431,166,1,8610000US66937,8898,27,2017,66937
20843,66938,475,49034,1106,3.6,Clyde,KS,Kansas,39.57489,-97.40989,110434,154,1,8610000US66938,3911,29,2017,66938
20844,66939,278,53000,597,1.9,Courtland,KS,Kansas,39.85116,-97.89901,110437,149,1,8610000US66939,4497,19,2017,66939
20845,66940,163,51563,351,1.9,Cuba,KS,Kansas,39.80433,-97.44934,110439,11,1,8610000US66940,202,8,2017,66940
20846,66943,188,42917,587,2.1,Greenleaf,KS,Kansas,39.67216,-96.97156,110443,87,1,8610000US66943,2491,18,2017,66943
20847,66945,394,53125,999,4.1,Hanover,KS,Kansas,39.88637,-96.8803,110446,287,1,8610000US66945,6991,35,2017,66945
20848,66948,204,41000,480,1.7,Jamestown,KS,Kansas,39.59746,-97.85282,110450,16,1,8610000US66948,357,6,2017,66948
20849,66949,368,43594,707,2.2,Jewell,KS,Kansas,39.64738,-98.18758000000001,110452,77,1,8610000US66949,2635,14,2017,66949
20850,66951,359,49583,752,1.8,Kensington,KS,Kansas,39.85326,-99.02508,110454,148,1,8610000US66951,3380,21,2017,66951
20851,66952,169,37917,386,0.8,Lebanon,KS,Kansas,39.84109,-98.60013000000001,110456,28,1,8610000US66952,1081,9,2017,66952
20852,66953,271,42578,707,3.5,Linn,KS,Kansas,39.6827,-97.12269,110459,237,1,8610000US66953,6300,23,2017,66953
20853,66956,518,43333,1162,2.2,Mankato,KS,Kansas,39.79257,-98.22586,110462,323,1,8610000US66956,7581,45,2017,66956
20854,66958,102,36667,262,1.5,Morrowville,KS,Kansas,39.8891,-97.18146,110466,13,1,8610000US66958,288,8,2017,66958
20855,66959,121,48750,187,1.5,Munden,KS,Kansas,39.92799,-97.53732,110468,24,1,8610000US66959,619,5,2017,66959
20856,66960,79,42344,159,1.1,Narka,KS,Kansas,39.936809999999994,-97.42648,110470,10,1,8610000US66960,416,4,2017,66960
20857,66962,169,56335,306,2.0,Palmer,KS,Kansas,39.59661,-97.12014,110472,75,1,8610000US66962,2539,18,2017,66962
20858,66964,91,25341,132,1.4,Republic,KS,Kansas,39.94197,-97.80719,110477,8,1,8610000US66964,485,5,2017,66964
20859,66966,349,48724,739,2.4,Scandia,KS,Kansas,39.77505,-97.76346,110479,95,1,8610000US66966,2255,17,2017,66966
20860,66967,890,41071,2009,3.2,Smith Center,KS,Kansas,39.824059999999996,-98.79269000000001,110481,665,1,8610000US66967,19830,100,2017,66967
20861,66968,695,49397,1540,4.9,Washington,KS,Kansas,39.82744,-97.06588,110486,633,1,8610000US66968,15335,76,2017,66968
20862,66970,38,18958,105,1.1,Webber,KS,Kansas,39.93914,-98.03618,110492,4,1,8610000US66970,98,3,2017,66970
20863,67001,421,95958,1508,27.3,Andale,KS,Kansas,37.75974,-97.62979,110494,168,1,8610000US67001,5364,36,2017,67001
20864,67002,5139,85525,14730,144.1,Andover,KS,Kansas,37.69502,-97.10766,110498,3643,1,8610000US67002,115424,326,2017,67002
20865,67003,1091,48990,2494,4.1,Anthony,KS,Kansas,37.103840000000005,-98.07254,110504,820,1,8610000US67003,29277,109,2017,67003
20866,67004,322,59464,756,3.1,Argonia,KS,Kansas,37.28137,-97.75403,110510,47,1,8610000US67004,1469,20,2017,67004
20867,67005,6355,41619,15696,41.3,Arkansas City,KS,Kansas,37.0651,-96.99179000000001,110512,5356,1,8610000US67005,214199,298,2017,67005
20868,67008,259,51250,563,1.7,Atlanta,KS,Kansas,37.477759999999996,-96.78489,110518,38,1,8610000US67008,1308,12,2017,67008
20869,67009,367,46806,1005,2.5,Attica,KS,Kansas,37.21929,-98.26673000000001,110522,131,1,8610000US67009,4596,22,2017,67009
20870,67010,5222,56531,13897,51.2,Augusta,KS,Kansas,37.662459999999996,-96.97278,110525,2328,1,8610000US67010,82993,267,2017,67010
20871,67013,1052,48362,2824,15.4,Belle Plaine,KS,Kansas,37.37785,-97.27503,110532,250,1,8610000US67013,6706,44,2017,67013
20872,67016,167,64464,558,681.5,Bentley,KS,Kansas,37.886790000000005,-97.51471,110536,14,1,8610000US67016,164,4,2017,67016
20873,67017,843,73021,2408,13.6,Benton,KS,Kansas,37.82631,-97.11164000000001,110538,195,1,8610000US67017,5119,43,2017,67017
20874,67019,496,55208,1238,3.6,Burden,KS,Kansas,37.30587,-96.77665,110542,51,1,8610000US67019,1287,15,2017,67019
20875,67020,605,54716,1692,5.1,Burrton,KS,Kansas,38.005520000000004,-97.66872,110541,214,1,8610000US67020,8141,25,2017,67020
20876,67021,16,75000,40,0.6,Byers,KS,Kansas,37.7785,-98.91530999999999,110547,7,1,8610000US67021,328,3,2017,67021
20877,67022,664,41250,1446,3.0,Caldwell,KS,Kansas,37.07835,-97.63521999999999,110549,257,1,8610000US67022,8954,35,2017,67022
20878,67024,334,52308,874,1.5,Cedar Vale,KS,Kansas,37.113279999999996,-96.48699,110553,110,1,8610000US67024,3957,12,2017,67024
20879,67025,1313,68427,3780,13.1,Cheney,KS,Kansas,37.64132,-97.78658,110556,665,1,8610000US67025,22724,71,2017,67025
20880,67026,1662,76071,4802,19.1,Clearwater,KS,Kansas,37.51121,-97.49331,110562,587,1,8610000US67026,20749,83,2017,67026
20881,67028,143,63438,391,0.5,Coats,KS,Kansas,37.45984,-98.93651,110566,8,1,8610000US67028,224,3,2017,67028
20882,67029,440,42328,1038,1.0,Coldwater,KS,Kansas,37.170840000000005,-99.27479,110568,253,1,8610000US67029,7444,42,2017,67029
20883,67030,851,94776,2861,25.3,Colwich,KS,Kansas,37.78539,-97.54743,110572,1146,1,8610000US67030,80353,49,2017,67030
20884,67031,922,59444,2607,8.0,Conway Springs,KS,Kansas,37.40166,-97.64047,110577,238,1,8610000US67031,7385,40,2017,67031
20885,67035,402,56912,915,1.6,Cunningham,KS,Kansas,37.64861,-98.39197,110582,198,1,8610000US67035,8463,27,2017,67035
20886,67037,10832,70796,28364,182.7,Derby,KS,Kansas,37.564409999999995,-97.21988,110585,5608,1,8610000US67037,153552,498,2017,67037
20887,67038,257,50694,769,1.3,Dexter,KS,Kansas,37.10518,-96.71875,110593,19,1,8610000US67038,416,7,2017,67038
20888,67039,1246,65855,3255,12.5,Douglass,KS,Kansas,37.523270000000004,-96.97668,110595,183,1,8610000US67039,4265,39,2017,67039
20889,67041,106,61250,336,302.0,Elbing,KS,Kansas,38.05393,-97.12995,110599,63,1,8610000US67041,1504,4,2017,67041
20890,67042,6647,46430,17789,27.1,El Dorado,KS,Kansas,37.84881,-96.7987,110600,6021,1,8610000US67042,236892,463,2017,67042
20891,67045,1464,41302,3263,3.2,Eureka,KS,Kansas,37.860820000000004,-96.34465,110608,685,1,8610000US67045,19645,107,2017,67045
20892,67050,603,80375,1939,15.8,Garden Plain,KS,Kansas,37.673840000000006,-97.67834,110612,163,1,8610000US67050,6014,21,2017,67050
20893,67051,176,37500,433,2.4,Geuda Springs,KS,Kansas,37.08663,-97.19388000000001,110619,19,1,8610000US67051,700,6,2017,67051
20894,67052,2574,75625,9357,62.1,Goddard,KS,Kansas,37.6582,-97.57571,110621,1852,1,8610000US67052,55548,135,2017,67052
20895,67053,286,50625,582,632.1,Goessel,KS,Kansas,38.24685,-97.34622,110628,174,1,8610000US67053,4299,16,2017,67053
20896,67054,552,45096,1250,1.9,Greensburg,KS,Kansas,37.575559999999996,-99.31557,110627,478,1,8610000US67054,16296,67,2017,67054
20897,67056,1080,60385,3098,14.0,Halstead,KS,Kansas,38.022,-97.52539,110635,530,1,8610000US67056,18477,64,2017,67056
20898,67057,89,40250,217,0.6,Hardtner,KS,Kansas,37.06475,-98.77815,110640,9,1,8610000US67057,154,8,2017,67057
20899,67058,742,51288,1693,3.7,Harper,KS,Kansas,37.31382,-98.05662,110642,776,1,8610000US67058,30030,73,2017,67058
20900,67059,319,52917,947,1.4,Haviland,KS,Kansas,37.630340000000004,-99.09261,110646,224,1,8610000US67059,6827,16,2017,67059
20901,67060,5326,56409,14210,198.3,Haysville,KS,Kansas,37.546170000000004,-97.35955,110650,1496,1,8610000US67060,48486,146,2017,67060
20902,67061,70,50714,198,0.6,Hazelton,KS,Kansas,37.091390000000004,-98.37254,110656,5,1,8610000US67061,128,4,2017,67061
20903,67062,1738,61934,4431,55.8,Hesston,KS,Kansas,38.1452,-97.43709,110658,2794,1,8610000US67062,112625,92,2017,67062
20904,67063,1319,54647,3580,11.3,Hillsboro,KS,Kansas,38.34424,-97.22651,110664,1450,1,8610000US67063,36203,107,2017,67063
20905,67065,82,70000,256,1.1,Isabel,KS,Kansas,37.468509999999995,-98.52693000000001,110671,18,1,8610000US67065,848,4,2017,67065
20906,67067,698,85000,1735,131.1,Kechi,KS,Kansas,37.79345,-97.27365999999999,110674,352,1,8610000US67067,13260,38,2017,67067
20907,67068,1765,53125,4222,5.9,Kingman,KS,Kansas,37.61658,-98.10825,110678,1109,1,8610000US67068,39743,139,2017,67068
20908,67070,426,53000,1095,4.0,Kiowa,KS,Kansas,37.073570000000004,-98.53024,110685,329,1,8610000US67070,9919,54,2017,67070
20909,67073,136,67500,427,4.0,Lehigh,KS,Kansas,38.384240000000005,-97.32946,110688,23,1,8610000US67073,585,4,2017,67073
20910,67074,658,54167,1469,3.8,Leon,KS,Kansas,37.67221,-96.72095,110689,119,1,8610000US67074,5632,25,2017,67074
20911,67101,1636,70065,4899,92.8,Maize,KS,Kansas,37.78502,-97.46344,110693,1032,1,8610000US67101,37434,92,2017,67101
20912,67103,75,79688,233,2.4,Mayfield,KS,Kansas,37.2663,-97.56059,110698,16,1,8610000US67103,487,6,2017,67103
20913,67104,1046,47230,2349,3.3,Medicine Lodge,KS,Kansas,37.27084,-98.65218,110700,916,1,8610000US67104,38017,120,2017,67104
20914,67106,106,66250,272,3.0,Milton,KS,Kansas,37.46712,-97.7573,110706,19,1,8610000US67106,573,7,2017,67106
20915,67107,1217,54254,2999,10.0,Moundridge,KS,Kansas,38.19553,-97.53975,110708,1599,1,8610000US67107,86948,85,2017,67107
20916,67108,591,61359,1601,9.6,Mount Hope,KS,Kansas,37.813990000000004,-97.68202,110713,250,1,8610000US67108,7247,27,2017,67108
20917,67109,167,52656,387,0.8,Mullinville,KS,Kansas,37.56373,-99.4826,110716,45,1,8610000US67109,2503,10,2017,67109
20918,67110,3265,66490,8891,61.6,Mulvane,KS,Kansas,37.46849,-97.22605,110718,1606,1,8610000US67110,46186,114,2017,67110
20919,67111,104,36500,249,2.3,Murdock,KS,Kansas,37.61481,-97.93379,110724,14,1,8610000US67111,230,5,2017,67111
20920,67112,98,56250,194,1.4,Nashville,KS,Kansas,37.46609,-98.41311999999999,110726,13,1,8610000US67112,701,6,2017,67112
20921,67114,8571,52262,21586,35.5,Newton,KS,Kansas,38.07349,-97.28876,110727,8208,1,8610000US67114,274994,517,2017,67114
20922,67117,706,65694,1879,673.5,North Newton,KS,Kansas,38.07424,-97.34734,110734,1080,1,8610000US67117,26443,22,2017,67117
20923,67118,273,63828,703,3.9,Norwich,KS,Kansas,37.47647,-97.85518,110738,143,1,8610000US67118,6873,14,2017,67118
20924,67119,554,54479,1405,7.0,Oxford,KS,Kansas,37.23761,-97.18683,110739,118,1,8610000US67119,3040,33,2017,67119
20925,67120,547,71776,1011,12.9,Peck,KS,Kansas,37.46414,-97.3775,110741,94,1,8610000US67120,3569,12,2017,67120
20926,67123,300,49167,718,5.5,Potwin,KS,Kansas,37.94485,-96.99322,110743,44,1,8610000US67123,2333,8,2017,67123
20927,67124,3131,52515,7993,11.5,Pratt,KS,Kansas,37.63357,-98.77254,110745,3066,1,8610000US67124,120321,349,2017,67124
20928,67127,237,58523,613,1.4,Protection,KS,Kansas,37.167429999999996,-99.4884,110753,177,1,8610000US67127,4633,27,2017,67127
20929,67131,130,50603,328,2.8,Rock,KS,Kansas,37.43043,-96.95302,110751,4,1,8610000US67131,168,3,2017,67131
20930,67133,2282,72500,6395,58.4,Rose Hill,KS,Kansas,37.57647,-97.10355,110759,577,1,8610000US67133,20881,71,2017,67133
20931,67134,139,59063,509,2.0,Sawyer,KS,Kansas,37.48602,-98.68297,110766,60,1,8610000US67134,1741,8,2017,67134
20932,67135,1105,77212,3260,13.1,Sedgwick,KS,Kansas,37.91727,-97.45833,110765,231,1,8610000US67135,7566,47,2017,67135
20933,67137,228,46250,424,2.7,Severy,KS,Kansas,37.63351,-96.22274,110772,98,1,8610000US67137,2660,16,2017,67137
20934,67138,136,53750,336,1.5,Sharon,KS,Kansas,37.27323,-98.4203,110771,25,1,8610000US67138,699,14,2017,67138
20935,67140,333,50156,916,2.3,South Haven,KS,Kansas,37.07934,-97.35645,110776,38,1,8610000US67140,1005,14,2017,67140
20936,67142,200,53571,377,1.4,Spivey,KS,Kansas,37.45693,-98.11747,110778,68,1,8610000US67142,2800,12,2017,67142
20937,67144,966,59120,2689,23.3,Towanda,KS,Kansas,37.8161,-97.00734,110780,344,1,8610000US67144,19320,36,2017,67144
20938,67146,747,48341,1900,8.9,Udall,KS,Kansas,37.3894,-97.10311999999999,110785,58,1,8610000US67146,2275,17,2017,67146
20939,67147,3706,76429,10537,36.3,Valley Center,KS,Kansas,37.85968,-97.30863000000001,110789,1453,1,8610000US67147,62012,187,2017,67147
20940,67149,348,75278,863,6.9,Viola,KS,Kansas,37.53821,-97.62586,110795,126,1,8610000US67149,5667,21,2017,67149
20941,67151,198,46528,573,6.1,Walton,KS,Kansas,38.141870000000004,-97.24906,110798,35,1,8610000US67151,1275,4,2017,67151
20942,67152,3609,45179,9134,16.0,Wellington,KS,Kansas,37.26012,-97.41441999999999,110799,2795,1,8610000US67152,96497,224,2017,67152
20943,67154,453,54375,1512,7.4,Whitewater,KS,Kansas,37.97276,-97.12331,110804,227,1,8610000US67154,6304,35,2017,67154
20944,67155,71,88125,174,0.2,Wilmore,KS,Kansas,37.27844,-99.13193000000001,110817,12,1,8610000US67155,306,4,2017,67155
20945,67156,5317,50811,14693,23.5,Winfield,KS,Kansas,37.253209999999996,-96.96384,110809,5732,1,8610000US67156,202972,386,2017,67156
20946,67159,60,41250,108,0.8,Zenda,KS,Kansas,37.41515,-98.3072,110818,37,1,8610000US67159,682,7,2017,67159
20947,67202,998,40231,1671,543.9,Wichita,KS,Kansas,37.68676,-97.33527,110825,14588,1,8610000US67202,664564,802,2017,67202
20948,67203,12525,40418,29540,1702.6,Wichita,KS,Kansas,37.70406,-97.36498,110832,10763,1,8610000US67203,336679,769,2017,67203
20949,67204,7818,50792,21783,507.9,Wichita,KS,Kansas,37.772459999999995,-97.36354,110841,3212,1,8610000US67204,119306,284,2017,67204
20950,67205,6050,108150,19444,367.8,Wichita,KS,Kansas,37.74991,-97.42258000000001,110846,8969,1,8610000US67205,292459,551,2017,67205
20951,67206,7236,71059,16106,571.2,Wichita,KS,Kansas,37.703829999999996,-97.22531,110856,14265,1,8610000US67206,607055,833,2017,67206
20952,67207,11221,48757,28313,1036.5,Wichita,KS,Kansas,37.66642,-97.2277,110863,11572,1,8610000US67207,364997,670,2017,67207
20953,67208,7311,46054,17703,1409.5,Wichita,KS,Kansas,37.70447,-97.27924,110871,7392,1,8610000US67208,261508,474,2017,67208
20954,67209,5157,70848,13380,423.0,Wichita,KS,Kansas,37.66277,-97.43545,110878,17029,1,8610000US67209,760821,677,2017,67209
20955,67211,8105,30681,18974,1551.7,Wichita,KS,Kansas,37.66684,-97.31741,110893,7660,1,8610000US67211,275514,582,2017,67211
20956,67212,18415,57440,44824,1360.1,Wichita,KS,Kansas,37.70199,-97.4364,110900,7994,1,8610000US67212,235956,717,2017,67212
20957,67213,8742,33549,23117,1272.7,Wichita,KS,Kansas,37.66728,-97.36496,110906,11521,1,8610000US67213,468672,584,2017,67213
20958,67214,6047,23183,14680,1165.8,Wichita,KS,Kansas,37.707209999999996,-97.31786,110913,16331,1,8610000US67214,779664,686,2017,67214
20959,67215,2023,81434,6128,132.9,Wichita,KS,Kansas,37.61458,-97.42554,110922,4117,1,8610000US67215,222305,110,2017,67215
20960,67216,8932,39671,23223,756.4,Wichita,KS,Kansas,37.60861,-97.31389,110929,4757,1,8610000US67216,166667,340,2017,67216
20961,67217,11584,46580,30313,795.6,Wichita,KS,Kansas,37.61549,-97.36278,110936,7701,1,8610000US67217,292168,363,2017,67217
20962,67218,9561,38366,22499,1759.5,Wichita,KS,Kansas,37.66852,-97.28043000000001,110944,12738,1,8610000US67218,717186,415,2017,67218
20963,67219,4432,49485,13398,321.0,Wichita,KS,Kansas,37.77182,-97.31745,110952,9363,1,8610000US67219,428000,352,2017,67219
20964,67220,5543,57850,14060,752.2,Wichita,KS,Kansas,37.751529999999995,-97.27911999999999,110959,7338,1,8610000US67220,627226,255,2017,67220
20965,67223,214,88125,582,53.5,Wichita,KS,Kansas,37.74256,-97.49794,110971,20,1,8610000US67223,938,7,2017,67223
20966,67226,7814,69238,20442,254.2,Wichita,KS,Kansas,37.77329,-97.21529,110967,16807,1,8610000US67226,782025,681,2017,67226
20967,67228,739,126065,2636,98.8,Wichita,KS,Kansas,37.76025,-97.17189,110982,70,1,8610000US67228,2294,26,2017,67228
20968,67230,3713,126406,11072,389.6,Wichita,KS,Kansas,37.68675,-97.17129,110985,525,1,8610000US67230,19663,153,2017,67230
20969,67232,179,55750,664,32.9,Wichita,KS,Kansas,37.635659999999994,-97.17011,110990,15,1,8610000US67232,329,3,2017,67232
20970,67235,4069,98290,13210,401.4,Wichita,KS,Kansas,37.68914,-97.49938,110991,1520,1,8610000US67235,47678,174,2017,67235
20971,67260,0,98290,0,0.0,Wichita,KS,Kansas,37.719429999999996,-97.29326999999999,110998,452,1,8610000US67260,9060,31,2017,67260
20972,67301,5246,46343,12559,25.0,Independence,KS,Kansas,37.208909999999996,-95.7534,111009,4497,1,8610000US67301,164540,337,2017,67301
20973,67330,562,62115,1485,10.0,Altamont,KS,Kansas,37.161429999999996,-95.31529,111017,148,1,8610000US67330,5466,26,2017,67330
20974,67332,60,32188,101,3.5,Bartlett,KS,Kansas,37.04514,-95.23446,111021,88,1,8610000US67332,3187,8,2017,67332
20975,67333,1180,44871,2495,23.3,Caney,KS,Kansas,37.04672,-95.8811,111023,682,1,8610000US67333,24370,60,2017,67333
20976,67335,1371,42928,3302,11.0,Cherryvale,KS,Kansas,37.27467,-95.53669000000001,111027,525,1,8610000US67335,14761,51,2017,67335
20977,67336,687,37902,1811,6.9,Chetopa,KS,Kansas,37.05519,-95.07863,111033,176,1,8610000US67336,5585,25,2017,67336
20978,67337,5089,41676,12587,36.2,Coffeyville,KS,Kansas,37.05527,-95.60146999999999,111032,6639,1,8610000US67337,250482,312,2017,67337
20979,67342,367,53583,870,5.2,Edna,KS,Kansas,37.05928,-95.35755,111044,70,1,8610000US67342,1379,12,2017,67342
20980,67344,323,42434,931,2.0,Elk City,KS,Kansas,37.28805,-95.95268,111047,14,1,8610000US67344,191,8,2017,67344
20981,67346,161,51250,345,1.2,Grenola,KS,Kansas,37.32137,-96.44325,111048,66,1,8610000US67346,1853,9,2017,67346
20982,67347,192,49750,484,2.9,Havana,KS,Kansas,37.127359999999996,-95.95336999999999,111051,5,1,8610000US67347,34,3,2017,67347
20983,67349,472,39750,1036,1.7,Howard,KS,Kansas,37.488609999999994,-96.29885,111053,134,1,8610000US67349,2916,38,2017,67349
20984,67351,184,28750,257,3.5,Liberty,KS,Kansas,37.13773,-95.57101999999999,111057,14,1,8610000US67351,472,4,2017,67351
20985,67352,217,35536,495,2.1,Longton,KS,Kansas,37.3562,-96.08457,111059,7,1,8610000US67352,148,8,2017,67352
20986,67353,244,39286,603,2.8,Moline,KS,Kansas,37.313559999999995,-96.31241,111061,63,1,8610000US67353,1421,13,2017,67353
20987,67354,317,48750,821,5.7,Mound Valley,KS,Kansas,37.20917,-95.40942,111064,51,1,8610000US67354,1288,8,2017,67354
20988,67355,65,22344,160,3.4,Niotaze,KS,Kansas,37.03392,-96.00933,111067,6,1,8610000US67355,125,3,2017,67355
20989,67356,1034,43571,2790,9.4,Oswego,KS,Kansas,37.17778,-95.14704,111068,438,1,8610000US67356,11662,59,2017,67356
20990,67357,4926,42575,11914,28.3,Parsons,KS,Kansas,37.34613,-95.26185,111073,6587,1,8610000US67357,234136,313,2017,67357
20991,67361,757,35250,1653,3.0,Sedan,KS,Kansas,37.138259999999995,-96.21821,111080,320,1,8610000US67361,7983,40,2017,67361
20992,67364,101,65304,347,25.5,Tyro,KS,Kansas,37.05265,-95.81566,111086,32,1,8610000US67364,582,4,2017,67364
20993,67401,20817,48644,51077,82.8,Salina,KS,Kansas,38.834,-97.64583,111087,27130,1,8610000US67401,961827,1426,2017,67401
20994,67410,4115,49987,9924,12.2,Abilene,KS,Kansas,38.9558,-97.22134,111100,3364,1,8610000US67410,103959,296,2017,67410
20995,67416,390,72700,1101,7.1,Assaria,KS,Kansas,38.67393,-97.58048000000001,111106,67,1,8610000US67416,3195,19,2017,67416
20996,67418,61,62750,137,0.7,Barnard,KS,Kansas,39.17111,-98.04253,111109,7,1,8610000US67418,98,3,2017,67418
20997,67420,1963,43250,4617,4.3,Beloit,KS,Kansas,39.39875,-98.08543,111111,2105,1,8610000US67420,72144,191,2017,67420
20998,67422,556,58333,1340,8.0,Bennington,KS,Kansas,39.02357,-97.58752,111118,104,1,8610000US67422,2241,23,2017,67422
20999,67425,272,62115,757,1.2,Brookville,KS,Kansas,38.77538,-97.92783,111122,26,1,8610000US67425,696,9,2017,67425
21000,67427,173,36382,382,2.6,Bushton,KS,Kansas,38.49617,-98.39755,111123,252,1,8610000US67427,20375,14,2017,67427
21001,67428,589,58977,1718,5.4,Canton,KS,Kansas,38.3731,-97.41873000000001,111125,159,1,8610000US67428,4648,39,2017,67428
21002,67430,334,44400,688,1.8,Cawker City,KS,Kansas,39.52877,-98.43011,111130,60,1,8610000US67430,1517,21,2017,67430
21003,67431,934,54659,2081,7.9,Chapman,KS,Kansas,38.9559,-97.00941,111129,185,1,8610000US67431,5280,28,2017,67431
21004,67432,2352,54352,5625,6.3,Clay Center,KS,Kansas,39.33189,-97.18704,111137,1974,1,8610000US67432,60239,204,2017,67432
21005,67436,299,54345,746,2.0,Delphos,KS,Kansas,39.27721,-97.73254,111142,52,1,8610000US67436,2231,9,2017,67436
21006,67437,490,50192,1052,3.3,Downs,KS,Kansas,39.5112,-98.55543,111144,312,1,8610000US67437,7491,44,2017,67437
21007,67438,104,50625,239,1.5,Durham,KS,Kansas,38.49747,-97.28225,111148,33,1,8610000US67438,770,6,2017,67438
21008,67439,1280,49306,3496,6.7,Ellsworth,KS,Kansas,38.754490000000004,-98.21984,111150,991,1,8610000US67439,33260,113,2017,67439
21009,67441,418,50000,1330,11.1,Enterprise,KS,Kansas,38.87631,-97.10467,111155,93,1,8610000US67441,2579,13,2017,67441
21010,67443,719,69567,1655,8.2,Galva,KS,Kansas,38.38074,-97.52213,111159,231,1,8610000US67443,8741,52,2017,67443
21011,67444,239,46563,522,1.2,Geneseo,KS,Kansas,38.547090000000004,-98.12774,111163,27,1,8610000US67444,783,11,2017,67444
21012,67445,273,42578,617,2.2,Glasco,KS,Kansas,39.37644,-97.81921,111165,77,1,8610000US67445,2294,12,2017,67445
21013,67446,254,62188,556,2.1,Glen Elder,KS,Kansas,39.47594,-98.30657,111168,140,1,8610000US67446,5214,22,2017,67446
21014,67447,110,69318,297,1.6,Green,KS,Kansas,39.48345,-96.97115,111172,37,1,8610000US67447,921,9,2017,67447
21015,67448,533,55852,1206,2.4,Gypsum,KS,Kansas,38.651579999999996,-97.41275,111174,92,1,8610000US67448,4683,19,2017,67448
21016,67449,1309,41979,2919,8.4,Herington,KS,Kansas,38.67673,-96.89412,111176,514,1,8610000US67449,16137,64,2017,67449
21017,67450,259,46528,624,4.2,Holyrood,KS,Kansas,38.61443,-98.44685,111183,113,1,8610000US67450,4158,14,2017,67450
21018,67451,381,40511,1115,2.5,Hope,KS,Kansas,38.702529999999996,-97.12735,111186,154,1,8610000US67451,8807,14,2017,67451
21019,67452,74,61250,127,0.6,Hunter,KS,Kansas,39.23879,-98.37165999999999,111187,17,1,8610000US67452,382,6,2017,67452
21020,67454,263,42604,558,6.1,Kanopolis,KS,Kansas,38.69832,-98.11145,111189,91,1,8610000US67454,4552,10,2017,67454
21021,67455,825,52939,2086,2.6,Lincoln,KS,Kansas,39.0227,-98.16533000000001,111191,386,1,8610000US67455,11399,67,2017,67455
21022,67456,1773,59846,4272,12.6,Lindsborg,KS,Kansas,38.59598,-97.67426999999999,111196,1115,1,8610000US67456,22586,114,2017,67456
21023,67457,344,46442,836,3.7,Little River,KS,Kansas,38.39215,-97.99348,111200,118,1,8610000US67457,3823,23,2017,67457
21024,67458,82,72500,231,1.6,Longford,KS,Kansas,39.16775,-97.29706999999999,111203,24,1,8610000US67458,206,6,2017,67458
21025,67459,116,50500,241,1.4,Lorraine,KS,Kansas,38.60577,-98.3344,111205,72,1,8610000US67459,2861,10,2017,67459
21026,67460,6449,56143,14973,25.5,Mcpherson,KS,Kansas,38.38362,-97.69809000000001,111207,9922,1,8610000US67460,446043,547,2017,67460
21027,67464,516,55865,1050,3.7,Marquette,KS,Kansas,38.56462,-97.90119,111216,100,1,8610000US67464,2274,13,2017,67464
21028,67466,426,46667,840,2.0,Miltonvale,KS,Kansas,39.330709999999996,-97.47995,111215,78,1,8610000US67466,4745,11,2017,67466
21029,67467,1068,49722,2500,4.2,Minneapolis,KS,Kansas,39.142590000000006,-97.69275,111220,652,1,8610000US67467,20152,83,2017,67467
21030,67468,105,53125,294,2.9,Morganville,KS,Kansas,39.46075,-97.24665,111226,19,1,8610000US67468,636,8,2017,67468
21031,67470,150,43750,455,3.6,New Cambria,KS,Kansas,38.91303,-97.48812,111228,56,1,8610000US67470,1784,9,2017,67470
21032,67473,828,39250,1710,2.5,Osborne,KS,Kansas,39.37717,-98.73595999999999,111229,567,1,8610000US67473,19758,68,2017,67473
21033,67474,94,51750,273,0.9,Portis,KS,Kansas,39.57513,-98.7191,111232,10,1,8610000US67474,445,4,2017,67474
21034,67478,28,48571,54,34.0,Simpson,KS,Kansas,39.3861,-97.9388,111235,5,1,8610000US67478,63,3,2017,67478
21035,67480,661,60288,1701,4.3,Solomon,KS,Kansas,38.97169,-97.40420999999999,111237,710,1,8610000US67480,32319,26,2017,67480
21036,67481,221,40547,539,1.2,Sylvan Grove,KS,Kansas,39.01246,-98.3866,111245,94,1,8610000US67481,1631,14,2017,67481
